id,form,type,translation_lexeme,analysis,translation,mw_lexeme
3621.1,Da,word,life,MW.Da.99231 Voc.M.S,O mighty[RV] beloved[MBh] one who holds[MBh] the (life) knot[Megh] [SR: prāṇānāṃ granthiḥ],"virtue, merit, L."
3625.1,asama,stem,"अ-सम mfn. uneven, unequal , Mn. x, 73",MW.asama.20660,Unsurpassed[RV] greatness[RV],"अ-सम mfn. uneven, unequal , Mn. x, 73"
3625.1,maham,word,greatness,MW.maha.159155 Acc.M.S,Unsurpassed[RV] greatness[RV],"1. maha/ mfn. great, mighty, strong, abundant, RV."
3628.1,saMjvara,stem,"सं-ज्वर m. great heat or fever , Mn. , Kāv.",MW.saMjvara.229439,Remover[Śaṃk] of the great fever[Mn],"सं-ज्वर m. great heat or fever , Mn. , Kāv."
3628.1,hAna,word,"want, lack, Kap.",MW.hAna.262517 Voc.M.S,Remover[Śaṃk] of the great fever[Mn],"want, lack, Kap."
3646.1,tam,word,destroyer,MW.ta.81546 Acc.M.S,That[तद् ams] braided[√मव् अच्] destroyer[√वष् अच्],2. ta/ pronom. base See ta/d
3646.1,mava,stem,braided,DHATU.mav. KRT.ac Voc.M.S,That[तद् ams] braided[√मव् अच्] destroyer[√वष् अच्],
3646.1,vazam,word,destroyer,DHATU.vaz. KRT.ac Acc.M.S,That[तद् ams] braided[√मव् अच्] destroyer[√वष् अच्],
3647.1,saBA,stem,council,MW.saBA.232903,O one prevailing[RV] over the council[RV][SR: sabhāpati],"सभा f.  an assembly, congregation, meeting, council, public audience, RV. &c. &c."
3647.1,sakzam,word,"सक्ष mfn.  overpowering, TS.",MW.sakza.227846 Acc.M.S,O one prevailing[RV] over the council[RV][SR: sabhāpati],"सक्ष mfn.  overpowering, TS."
3648.1,rava,stem,roaring,DHATU.ru. KRT.ac Voc.M.S,O roaring[√रु अच्] powerful[RV] concealer[√वृ शतृ] [SR: uṣṇīṣin],
3648.1,ama,stem,powerful,MW.ama.13749,O roaring[√रु अच्] powerful[RV] concealer[√वृ शतृ] [SR: uṣṇīṣin],"1. अम m. impetuosity, violence, strength, power, RV."
3648.1,varan,word,concealer,DHATU.vf. KRT.Satf Nom.M.S,O roaring[√रु अच्] powerful[RV] concealer[√वृ शतृ] [SR: uṣṇīṣin],
3650.1,ravasam,word,रवस See पुरू-र्°.,MW.ravasa.175333 Acc.M.S,The Roaring[RV] Seizer[MBh],रवस See पुरू-र्°.
3650.1,haram,word,Seizer,MW.hara.260678 Acc.M.S,The Roaring[RV] Seizer[MBh],"हर m. ‘Seizer’, ‘Destroyer’, N. of Śiva, ĀśvGṛ."
3651.1,madana,stem,ma,MW.madana.155460,O killer[RV] of Kāma[MBh],"मदन m. . ) passion, love or the god of love, MBh."
3651.1,hatam,stem,K,MW.hata.260299 CMP,O killer[RV] of Kāma[MBh],"हत mfn. struck, beaten , smitten, killed, slain, destroyed, ended, gone, lost , RV. &c. &c."
3651.1,kara,word,ma,MW.kara.44037 Voc.M.S,O killer[RV] of Kāma[MBh],"1. कर mfn.  , a doer, maker, causer, doing, making, causing, producing , AV. xii, 2, 2"
3657.1,ahAvas,word,verse,INDC.ahAvas.21799,interjection at the end of a Sāman verse[ŚBr. iv],
3663.1,rama,stem,pleasing,MW.rama.175086,The pleasing[RV √रम् अच्] wanderer[√चर् अच्],"रम mfn. pleasing, delighting, rejoicing"
3663.1,cara,word,wanderer,MW.cara.72176 Voc.M.S,The pleasing[RV √रम् अच्] wanderer[√चर् अच्],"movable, shaking, unsteady, W."
3665.1,taras,stem,O,MW.taras.83127,O mighty[RV] roarer[√स्तन् अच्],"ta/ras n. rapid progress, velocity, strength, energy, efficacy, RV."
3665.1,stana,word,mighty,MW.stana.254308 Voc.M.S,O mighty[RV] roarer[√स्तन् अच्],"स्तन m. , the female breast , teat, dug, udder, RV. &c. &c."
3670.1,kavazam,word,mandala,MW.kavaza.46490 Acc.M.S,Kavaṣa (Name  Rigvedic Ṛṣi author of 10th mandala),"कवष m. a shield, L."
3673.1,aYja,stem,annointing,DHATU.anjU~. KRT.ac Voc.M.S,O annointing[√अञ्ज् अच्; SR: bhiṣak] seizer[MBh],
3673.1,hara,word,seizer,MW.hara.260678 Voc.M.S,O annointing[√अञ्ज् अच्; SR: bhiṣak] seizer[MBh],"हर m. ‘Seizer’, ‘Destroyer’, N. of Śiva, ĀśvGṛ."
3675.1,dadam,word,giver,DHATU.dad. KRT.ac Acc.M.S,The giver[√दद् अच्],
3679.1,damana,stem,incomparable,MW.damana.90277,O incomparable[Daś] Subduer[MBh],"of a Brahmarṣi, Nal. i, 6"
3679.1,asamAna,word,incomparable,MW.asamAna.20679 Voc.M.S,O incomparable[Daś] Subduer[MBh],"incomparable, Daś."
3680.1,Arava,stem,thundering,MW.Arava.26220,worship[RV] of the thundering[Sis] sages[RV],"thundering, Śiś. vi, 38"
3680.1,fzeH,word,the,MW.fzi.39047 Gen.M.S,worship[RV] of the thundering[Sis] sages[RV],"f/zi m. , a singer of sacred hymns, an inspired poet or sage, any person who alone or with others invokes the deities in rhythmical speech or song of a sacred character , RV."
3680.1,arcA,word,worship,MW.arcA.15715 Nom.F.S,worship[RV] of the thundering[Sis] sages[RV],"arcA/ f.  worship, adoration, ŚBr. xi"
3688.1,uzAm,stem,from,MW.uzA.37694 CMP,O Dawn[RV] maker[BhP] (from the 3rd eye),उषा f. See below
3688.1,jAn,word,creator,DHATU.jan. KRT.kvip Voc.M.S,O Dawn[RV] maker[BhP] (from the 3rd eye),
3697.1,ajaniH,word,path,MW.ajani.2060 Nom.M.S,path[Nir; SR: pathya],"ajani f. a path, road, Nir."
3705.1,Aha,word,Interjection ,INDC.Aha.28277,O one who causes expansion [√अह् णिचि अच्],
3705.2,maTAn,word,Destroyers,DHATU.maT. KRT.ac Acc.M.P,The destroyers[√मथ् अच्],
3709.1,raRa,stem,roaring,MW.raRa.174198,O roaring[√रण् अच्] tormenter[Hariv][L>R],"2. रण m.  sound, noise, L."
3709.1,bADa,word,O,MW.bADa.144320 Voc.M.S,O roaring[√रण् अच्] tormenter[Hariv][L>R],"annoyance, molestation, affliction, obstacle, distress, pain, trouble, RV. &c. &c."
3709.2,mala,stem,sin,MW.mala.158638,O Destroyer[Mn] of sin[Sarvad],", original sin, natural impurity, Sarvad."
3709.2,aMSa,stem,"अंश m. , a share, portion, part, party",MW.aMSa.10,O Destroyer[Mn] of sin[Sarvad],"अंश m. , a share, portion, part, party"
3709.2,han,word,"to strike, beat , pound, hammer , strike &c",MW.han.260297.1 Voc.M.S,O Destroyer[Mn] of sin[Sarvad],
3711.1,rava,stem,"रव m.  a roar, yell, cry, howl , RV. &c. &c.",MW.rava.175305,Roarer's[√रु] thrown[Ragh] arrow[RV],"रव m.  a roar, yell, cry, howl , RV. &c. &c."
3711.1,astam,word,"to go down, set, RV",MW.astam.21247 Nom.M.S,Roarer's[√रु] thrown[Ragh] arrow[RV],"to go down, set, RV"
3711.1,Saram,word,arrow,MW.Sara.213454 Acc.M.S,Roarer's[√रु] thrown[Ragh] arrow[RV],"an arrow, shaft, MuṇḍUp."
3712.1,vajan,word,mighty,DHATU.vaj. KRT.Satf Nom.M.S,The mighty[√वज् शतृ] delightful[MBh] Vatsa[name of author RV 10.187],
3712.1,rAma,stem,mighty,MW.rAma.177267,The mighty[√वज् शतृ] delightful[MBh] Vatsa[name of author RV 10.187],"राम m. a kind of deer, Car."
3712.1,vatsaH,word,Vatsa,MW.vatsa.185394 Nom.M.S,The mighty[√वज् शतृ] delightful[MBh] Vatsa[name of author RV 10.187],"N. of a descendant of Kaṇva, RV."
3713.1,sajjamAna,word,Wanderering,DHATU.zasja~. KRT.SAnac Voc.M.S,O that Wanderering[√सज्ज् शानच्] Roarer[√तन् घञ्],
3713.1,tat,word,that,INDC.tad.81811,O that Wanderering[√सज्ज् शानच्] Roarer[√तन् घञ्],
3713.1,tAna,word,Wanderering,MW.tAna.82924 Voc.M.S,O that Wanderering[√सज्ज् शानच्] Roarer[√तन् घञ्],"तान m. a monotonous or dreary tone, W."
3719.1,san,stem,The,MW.san.230344,The one with true[RV] pious followers[मनान इनि RV 6.67.10],san in comp. for sat.
3719.1,manAnI,word,pious,MW.manAna.156846 TAD.ini Nom.M.S,The one with true[RV] pious followers[मनान इनि RV 6.67.10],"manAna/ mfn. devout, pious, RV. vi, 67, 10."
3734.2,vrARa,stem,"vrARa/ mfn. held back, pent up , RV.",MW.vrARa.204039,O one who releases[śis] the pent up rivers[RV],"vrARa/ mfn. held back, pent up , RV."
3734.2,ra,word,the,MW.ra.173017 Voc.M.S,O one who releases[śis] the pent up rivers[RV],"giving, effecting, Śiś."
3735.1,anana,stem,breathing,MW.anana.4785,O one who breathes[RV 10.129.2],"anana n. breathing, living, Nir."
3735.1,Acara,word,wanderer,DHATU.A-car. KRT.ac Voc.M.S,O one who breathes[RV 10.129.2],
3737.2,trARa,word,protecting,MW.trARa.87527 Voc.M.S,O protecting one[MBh],"त्राण mfn. protected, Pāṇ. viii, 2, 56"
3738.1,anDa,stem,dark,MW.anDa.8413,O dark one[RV] who turned his face[R] away[RV; ShivaPurana 48.8],dark
3738.1,ava,stem,away,MW.ava.16950,O dark one[RV] who turned his face[R] away[RV; ShivaPurana 48.8],"2. अव ind.  off, away, down, RV. &c."
3738.1,Anana,word,face,MW.Anana.24319 Voc.M.S,O dark one[RV] who turned his face[R] away[RV; ShivaPurana 48.8],"the face, R."
3742.1,mAKam,word,"माख  n.  any relationship based upon an oblation offered in common, Hariv. .",MW.mAKa.161941 Acc.M.S,The undefeated[RV] (receives) the Sacrifice[RV],"माख  n.  any relationship based upon an oblation offered in common, Hariv. ."
3742.1,ajayaH,word,undefeated,MW.ajaya.2078 Nom.M.S,The undefeated[RV] (receives) the Sacrifice[RV],अ-जय m. N. of Viṣṇu
3757.1,jaya,stem,Victory,MW.jaya.77323,O one with the prowess[Apte] of Victory[AV],"जय m.  conquest, victory, triumph, winning, being victorious , AV. vii, 50, 8"
3757.1,hAna,word,prowess,MW.hAna.262653 Voc.M.S,O one with the prowess[Apte] of Victory[AV],"हान , हानि &c. See p. 1296, col. 2."
3769.1,sadA,stem,ever,MW.sadA.230741,O ever[RV] roaming[√चल् शतृ] mighty one[RV],"सदा ind. always, ever, every time, continually, perpetually , RV. &c. &c."
3769.1,calat,stem,roaming,DHATU.cal. KRT.Satf,O ever[RV] roaming[√चल् शतृ] mighty one[RV],
3769.1,ina,word,mighty,MW.ina.28831 Voc.M.S,O ever[RV] roaming[√चल् शतृ] mighty one[RV],"इन mfn. , able, strong, energetic, determined, bold"
3779.1,AhAva,stem,Pr,MW.AhAva.28350,O giving[√हु अच्] Prāṇa[RV 10.129.2],"a trough near a well for watering cattle, Pāṇ."
3779.1,anan,word,giving,DHATU.ana~. KRT.Satf Voc.M.S,O giving[√हु अच्] Prāṇa[RV 10.129.2],
3782.1,A,stem,To,MW.A.22011.1,To[RV] Rudra who roams the deserts[RV][SR: iriṇya],"also of compassion or pain , and of assent, L."
3782.1,Danvacara,word,deserts,MW.Danvacara.99644 Voc.M.S,To[RV] Rudra who roams the deserts[RV][SR: iriṇya],"धन्व—चर mfn. going in a desert land, RV. v, 36, 1."
3798.1,AhA,word,killer,DHATU.A-han KRT.kvip Nom.M.S,The killer[nms. आहन्],
3800.1,sAma,stem,sAma,MW.sAma,sAma[RV] hymn[RV],
3800.1,manman,word,hymn,MW.manman.157485 Voc.M.S,sAma[RV] hymn[RV],"expression of thought i.e. hymn, prayer, petition, ib."
3801.1,namanAn,word,Salutations,MW.namana.103839 Acc.M.P,Salutations[MārkP],"bending , Sāh."
3813.1,ajana,word,Brahman,MW.ajana.2057 Voc.M.S,O Brahman,"1. अजन m. , ‘the instigator’, Brahmā"
3822.1,naya,stem,leadership,MW.naya.103925,O giver[MBh] of leadership (of army)[R; SR: senāni],"a kind of game and a sort of dice or men for playing it, L."
3822.1,da,word,leadership,MW.da.89220 Voc.M.S,O giver[MBh] of leadership (of army)[R; SR: senāni],"द m. n. a gift, L."
3823.1,sAva,stem,Soma,MW.sAva.243355,O enjoyer[√सन् क्विप्] Soma[RV],"साव m.  a Soma libation , RV."
3823.1,sAn,word,enjoyer,DHATU.zaRu~. KRT.kvip Voc.M.S,O enjoyer[√सन् क्विप्] Soma[RV],
3825.1,anala,stem,O,MW.anala.5253,O fiery[AgP:अनल] Roarer[√रु अच्],"the god of fire, digestive power, gastric juice"
3825.1,rava,word,Roarer,DHATU.ru. KRT.ac Voc.M.S,O fiery[AgP:अनल] Roarer[√रु अच्],
3826.1,Im,word,the,MW.Im.29757 Nom.M.S,"Indeed, the waters[RV; SR: yo rudro apsu]","Im ind. , Ved. a particle of affirmation and restriction  Im has also the sense ‘now’ , and is by, Sāy. sometimes considered as an acc. case for enam, RV."
3826.1,ap,word,Indeed,MW.ap.8929 Voc.M.S,"Indeed, the waters[RV; SR: yo rudro apsu]","1. a/p n. , work , RV. i, 151, 4."
3836.1,rada,word,O,MW.rada.174790 Voc.M.S,O cleaver[√रद् अच्],"रद mfn.  scratching, splitting, gnawing at, Ghaṭ."
3842.1,akakAH,word,wanderers,DHATU.aka~. KRT.vun Nom.M.P,The wanderers(maruts) [√अक् वुन्],
3852.1,yajaH,word,"to explain यजुस्, ŚBr",MW.yaja.169116 Nom.M.S,A sacrifice[RV],"to explain यजुस्, ŚBr"
3854.1,dama,stem,Subduing,MW.dama.90250,Subduing[MBh] knower[√मन् अच्],"दम mfn. ifc. ‘taming, subduing’, see अरिं-, गां-, बलिं-"
3854.1,mana,word,"N. of a son of Śambara, Hariv. .",MW.mana.156713 Voc.M.S,Subduing[MBh] knower[√मन् अच्],"N. of a son of Śambara, Hariv. ."
3856.1,ajan,word,wanderer,DHATU.aj. KRT.Satf Nom.M.S,O wanderer[√अज् शतृ],
3857.1,tAt,word,Thus,INDC.tAt.83762,O roaring[√तन् क्विप्] immovable[अ-चलत्व Hariv. 2893] meditator[√मान् अच्],
3857.1,calatva,stem,"cala—tva n. id., Hariv. 2893",MW.calatva.72613,O roaring[√तन् क्विप्] immovable[अ-चलत्व Hariv. 2893] meditator[√मान् अच्],"cala—tva n. id., Hariv. 2893"
3857.1,mAna,word,meditator,MW.mAna.162719 Voc.M.S,O roaring[√तन् क्विप्] immovable[अ-चलत्व Hariv. 2893] meditator[√मान् अच्],"1. मान m.  opinion, notion, conception, idea, Tattvas."
3858.1,Sama,stem,red,MW.Sama.212919,O red bodied[RV] one with calmed[MBh] arrows[RV],"indifference, apathy, Rājat."
3858.1,Sara,word,calmed,MW.Sara.213453 Voc.M.S,O red bodied[RV] one with calmed[MBh] arrows[RV],"शर m.  a sort of reed or grass, Saccharum Sara , RV. &c. &c."
3858.1,aNga,stem,arrows,MW.aNga.1496.1,O red bodied[RV] one with calmed[MBh] arrows[RV],"indeed, true"
3858.1,tamra,word,red,MW.tamra.83004 Voc.M.S,O red bodied[RV] one with calmed[MBh] arrows[RV],"तम्र mfn. oppressing, darkening, x, 73, 5."
3859.1,mAsI,word,moon bearer,MW.mAsa TAD.ini Nom.M.S,Possessor of the moon(Shiva)[RV][मास इनि],
3863.1,aSma,stem,stone,MW.aSman.19713,stone/thunderbolt[RV],"2. अश्मन् m. , a stone, rock, RV. &c."
3863.1,jAya,word,heavens,DHATU.jE. KRT.GaY Voc.M.S,O one who conquers[√जै अच्] with the heavens[RV],
3868.1,rasya,word,roared,DHATU.rasa. KRT.yat Voc.M.S,O the one to be loved[√रस यत्],
3869.1,damana,stem,subduing,MW.damana.90271,The subduing[MBh] killer[√मॄ अच्],"दमन mfn. ifc. taming, subduing, overpowering, MBh. viii"
3869.1,maram,word,The,MW.mara.158111 Acc.M.S,The subduing[MBh] killer[√मॄ अच्],"मर m.  dying, death"
3872.1,ama,stem,mighty,MW.ama.13749,The mighty[RV] Seizer(Shiva)[MBh],"1. अम m. impetuosity, violence, strength, power, RV."
3872.1,haran,word,Seizer,DHATU.hf. KRT.Satf Nom.M.S,The mighty[RV] Seizer(Shiva)[MBh],
3873.1,tad,stem,roaring,INDC.tad.82046.15,The roaring[तन्] lord of prayers[SR: brahmaṇaspati],
3873.1,namanI,word,"नमन n. bowing down, sinking, MārkP.",MW.namana.103838 TAD.ini Nom.M.S,The roaring[तन्] lord of prayers[SR: brahmaṇaspati],"नमन n. bowing down, sinking, MārkP."
3875.1,radDa,stem,subdued,MW.radDa.174810,O subduing[RV] roaring[Pāṇ] roamer[Pāṇ],रद्ध रद्धृ. See below.
3875.1,Arava,stem,roaming,MW.Arava.26220,O subduing[√रध्] roaring[Pāṇ] roamer[Pāṇ],"N. of a people, VarBṛS."
3875.1,cara,word,roamer,MW.cara.72174 Voc.M.S,O subduing[√रध्] roaring[Pāṇ] roamer[Pāṇ],"चर mfn.  moving, locomotive , VPrāt."
3876.1,aMSa,stem,"अंश m. , a share, portion, part, party",MW.aMSa.10,Soma[śbr] enjoyer[BhP],"अंश m. , a share, portion, part, party"
3876.1,ramaRa,word,"रमण mfn. pleasing, charming, delightful, BhP.",MW.ramaRa.175096 Voc.M.S,Soma[śbr] enjoyer[BhP],"रमण mfn. pleasing, charming, delightful, BhP."
3882.1,Aha,word,Interjection ,INDC.Aha.28277,"Indeed, O who has unrestrained[AV] speed[RV]",
3882.1,a,stem,unrestrained,MW.a.7,"Indeed, O who has unrestrained[AV] speed[RV]","6. अ m. N. of Viṣṇu, L. ."
3882.1,java,stem,"जव mfn.  swift, AV. xix, 7, 1",MW.java.78316,"Indeed, O who has unrestrained[AV] speed[RV]","जव mfn.  swift, AV. xix, 7, 1"
3882.1,yata,word,O,MW.yata.169625 Voc.M.S,"Indeed, O who has unrestrained[AV] speed[RV]","यत See under √ यम्, p. 845."
3883.1,ama,word,powerful,MW.ama.13749 Voc.M.S,O powerful one[RV; =prāṇa Chandogya Up. 5.2.6],"1. अम m. impetuosity, violence, strength, power, RV."
3884.1,dAdAn,word,gifts,MW.dAda.91238 Acc.M.P,Send down[√चर् लोट् 2s.; RV 10.59.9] gifts[MBh],"दाद m.  gift, donation, MBh. ix, 2117"
3884.1,avacara,word,"अव-चर m. the dominion or sphere or department of , Buddh.",MW.avacara.17214 Voc.M.S,Send down[√चर् लोट् 2s.; RV 10.59.9] gifts[MBh],"अव-चर m. the dominion or sphere or department of , Buddh."
3890.1,ramam,word,beloved,MW.rama.175087 Acc.M.S,The beloved[W] mighty[RV] splendorous one[MBh],"dear, beloved, W."
3890.1,ama,stem,mighty,MW.ama.13749,The beloved[W] mighty[RV] splendorous one[MBh],"1. अम m. impetuosity, violence, strength, power, RV."
3890.1,BAm,word,beloved,MW.BA.149418 Acc.M.S,The beloved[W] mighty[RV] splendorous one[MBh],"to shine, be bright or luminous, RV"
3891.1,ADmAtAn,word,blown,MW.ADmAta.24260 Acc.M.P,The blown ones (Agni)[RV],"A-DmAta mfn. inflated, blown, puffed up"
3892.1,avana,word,a,MW.avana.16943 Voc.M.S,O one as a protector[Dharmaś],"avana n. favour, preservation, protection, Nir."
3892.1,va,word,as,MW.va.184158 Voc.M.S,O one as a protector[Dharmaś],"3. व ind. = इव, like, as, MBh."
3894.1,rava,stem,roaring,DHATU.ru. KRT.ac Voc.M.S,The roaring[√रु अच्] great one[RV],
3894.1,maha,word,great,MW.maha.159155 Voc.M.S,The roaring[√रु अच्] great one[RV],"1. maha/ mfn. great, mighty, strong, abundant, RV."
3895.1,rava,stem,Roaring,DHATU.ru. KRT.ac Voc.M.S,O Roaring[√रु अच्] destroyer[√तन् शतृ],
3895.1,tanan,word,destroyer,DHATU.tan. KRT.Satf Nom.M.S,O Roaring[√रु अच्] destroyer[√तन् शतृ],
3896.1,rava,word,Roarer,DHATU.ru. KRT.ac Voc.M.S,"O Roarer[√रु अच्], O beneficent[TS] honored one[MBh]",
3896.1,Amana,stem,Sickness,MW.Amana.25439,"O Roarer[√रु अच्], O beneficent[TS] honored one[MBh]",
3896.1,mAna,word,Roarer,MW.mAna.162837 Voc.M.S,"O Roarer[√रु अच्], O beneficent[TS] honored one[MBh]","मान n. measuring, meting out, KātyŚr."
3905.1,Damet,word,fire,DHATU.DmA.1 TIN.viDiliN.3.S,(He) consumes by fire[Mbh][√ध्मा विधिलिङ् 1s],
3906.1,BaRana,stem,The,MW.BaRana.148188,The recitation[Gīt] festival[RV],"Ba°Rana mfn.  speaking, proclaiming, Gīt."
3906.1,mAKam,word,"माख  n.  any relationship based upon an oblation offered in common, Hariv. .",MW.mAKa.161941 Acc.M.S,The recitation[Gīt] festival[RV],"माख  n.  any relationship based upon an oblation offered in common, Hariv. ."
3908.1,rava,stem,roaring,DHATU.ru. KRT.ac Voc.M.S,The roaring[√रु अच्] killer[Hit],
3908.1,mAram,word,roaring,MW.mAra.163217 Acc.M.S,The roaring[√रु अच्] killer[Hit],"slaying, killing, Rājat."
3909.1,Sarva,stem,O Rudra,MW.Sarva.213641,"O Rudra[AV], the annointing[√अञ्ज् अच्] killer[RV]","of one of the 11 Rudras, VP."
3909.1,aYja,stem,annointing,DHATU.anjU~. KRT.ac Voc.M.S,"O Rudra[AV], the annointing[√अञ्ज् अच्] killer[RV]",
3909.1,han,word,killer,MW.han.260418 Voc.M.S,"O Rudra[AV], the annointing[√अञ्ज् अच्] killer[RV]","2. हन् mfn. killing, a killer, slayer"
3912.1,anA,word,indeed,INDC.anA.5420,indeed,
3915.1,naBa,stem,s,DHATU.RaBa~. KRT.ac Voc.M.S,By the Destroyer's[√नभ् अच्] sign[RV],
3915.1,nAmnA,word,sign,MW.nAman.105825 Ins.N.S,By the Destroyer's[√नभ् अच्] sign[RV],"नामन् n.  a characteristic mark or sign, form, nature, kind, manner, RV."
